AIDS診斷年份,AIDS診斷月份,性別,診斷年齡分組,個案數,縣市
2008,1,男,15-24,2,台中市
2008,1,男,25-34,7,台中市
2008,1,男,35-49,2,台中市
2008,1,男,50-64,1,台中市
2008,1,男,15-24,1,台北市
2008,1,男,25-34,4,台北市
2008,1,男,35-49,5,台北市
2008,1,男,50-64,1,台北市
2008,1,男,65以上,1,台北市
2008,1,男,25-34,3,台南市
2008,1,男,35-49,4,台南市
2008,1,男,65以上,1,台南市
2008,1,男,35-49,1,花蓮縣
2008,1,男,25-34,1,南投縣
2008,1,男,35-49,1,南投縣
2008,1,男,50-64,1,南投縣
2008,1,男,25-34,1,屏東縣
2008,1,男,35-49,2,屏東縣
2008,1,男,25-34,6,桃園市
2008,1,男,35-49,2,桃園市
2008,1,女,35-49,1,高雄市
2008,1,男,15-24,1,高雄市
2008,1,男,25-34,4,高雄市
2008,1,男,35-49,1,高雄市
2008,1,男,50-64,1,高雄市
2008,1,女,35-49,1,雲林縣
2008,1,男,25-34,3,雲林縣
2008,1,女,35-49,1,新北市
2008,1,男,15-24,1,新北市
2008,1,男,25-34,7,新北市
2008,1,男,35-49,7,新北市
2008,1,男,50-64,2,新北市
2008,1,男,25-34,1,新竹市
2008,1,男,35-49,1,新竹市
2008,1,男,15-24,1,新竹縣
2008,1,男,25-34,1,新竹縣
2008,1,男,35-49,2,新竹縣
2008,1,男,35-49,1,嘉義縣
2008,1,男,25-34,2,彰化縣
2008,1,男,35-49,1,彰化縣
2008,2,男,25-34,3,台中市
2008,2,男,35-49,3,台中市
2008,2,男,50-64,1,台中市
2008,2,男,65以上,2,台中市
2008,2,女,35-49,1,台北市
2008,2,女,50-64,1,台北市
2008,2,男,15-24,2,台北市
2008,2,男,25-34,3,台北市
2008,2,男,35-49,3,台北市
2008,2,男,35-49,1,台東縣
2008,2,男,25-34,2,台南市
2008,2,男,35-49,2,台南市
2008,2,男,25-34,1,花蓮縣
2008,2,男,25-34,1,屏東縣
2008,2,男,35-49,1,屏東縣
2008,2,男,50-64,1,苗栗縣
2008,2,男,25-34,2,桃園市
2008,2,男,35-49,3,桃園市
2008,2,男,50-64,1,桃園市
2008,2,女,25-34,1,高雄市
2008,2,男,25-34,3,高雄市
2008,2,男,35-49,3,高雄市
2008,2,男,25-34,1,基隆市
2008,2,男,35-49,1,基隆市
2008,2,男,15-24,1,新北市
2008,2,男,25-34,3,新北市
2008,2,男,35-49,5,新北市
2008,2,男,50-64,1,新北市
2008,2,男,25-34,1,新竹市
2008,2,男,15-24,1,新竹縣
2008,2,男,25-34,1,彰化縣
2008,3,男,25-34,3,台中市
2008,3,男,35-49,2,台中市
2008,3,男,65以上,1,台中市
2008,3,女,35-49,1,台北市
2008,3,男,15-24,1,台北市
2008,3,男,25-34,4,台北市
2008,3,男,35-49,6,台北市
2008,3,男,35-49,1,台東縣
2008,3,男,35-49,3,台南市
2008,3,男,50-64,1,台南市
2008,3,男,25-34,1,宜蘭縣
2008,3,男,35-49,1,宜蘭縣
2008,3,男,15-24,1,花蓮縣
2008,3,男,50-64,1,南投縣
2008,3,男,25-34,2,屏東縣
2008,3,男,35-49,2,屏東縣
2008,3,男,15-24,1,桃園市
2008,3,男,25-34,1,桃園市
2008,3,男,35-49,1,桃園市
2008,3,男,15-24,2,高雄市
2008,3,男,25-34,2,高雄市
2008,3,男,35-49,6,高雄市
2008,3,男,50-64,3,高雄市
2008,3,男,35-49,1,基隆市
2008,3,男,50-64,1,基隆市
2008,3,男,25-34,1,雲林縣
2008,3,男,35-49,3,雲林縣
2008,3,女,35-49,1,新北市
2008,3,男,15-24,4,新北市
2008,3,男,25-34,10,新北市
2008,3,男,35-49,6,新北市
2008,3,男,50-64,1,新北市
2008,3,男,25-34,3,新竹市
2008,3,男,15-24,1,新竹縣
2008,3,男,25-34,2,新竹縣
2008,3,男,35-49,1,嘉義縣
2008,3,男,15-24,1,彰化縣
2008,3,男,25-34,1,彰化縣
2008,4,女,65以上,1,台中市
2008,4,男,15-24,2,台中市
2008,4,男,25-34,4,台中市
2008,4,男,35-49,2,台中市
2008,4,男,50-64,2,台中市
2008,4,女,35-49,1,台北市
2008,4,女,50-64,1,台北市
2008,4,男,25-34,4,台北市
2008,4,男,35-49,4,台北市
2008,4,男,50-64,1,台北市
2008,4,男,65以上,1,台北市
2008,4,女,50-64,1,台東縣
2008,4,男,35-49,1,台南市
2008,4,男,65以上,2,台南市
2008,4,男,35-49,1,花蓮縣
2008,4,男,25-34,1,南投縣
2008,4,男,35-49,2,南投縣
2008,4,女,35-49,1,屏東縣
2008,4,男,25-34,3,屏東縣
2008,4,男,35-49,1,苗栗縣
2008,4,女,15-24,1,桃園市
2008,4,女,25-34,1,桃園市
2008,4,男,25-34,3,桃園市
2008,4,男,50-64,1,桃園市
2008,4,女,25-34,1,高雄市
2008,4,男,25-34,4,高雄市
2008,4,男,35-49,5,高雄市
2008,4,男,50-64,2,高雄市
2008,4,男,25-34,1,基隆市
2008,4,男,35-49,1,雲林縣
2008,4,女,35-49,1,新北市
2008,4,男,15-24,3,新北市
2008,4,男,25-34,5,新北市
2008,4,男,35-49,5,新北市
2008,4,男,50-64,1,新北市
2008,4,男,65以上,1,新北市
2008,4,男,25-34,1,嘉義市
2008,4,男,15-24,1,嘉義縣
2008,4,男,15-24,1,彰化縣
2008,4,男,25-34,2,彰化縣
2008,4,男,35-49,1,彰化縣
2008,5,女,35-49,1,台中市
2008,5,男,15-24,1,台中市
2008,5,男,25-34,2,台中市
2008,5,男,35-49,2,台中市
2008,5,男,50-64,3,台中市
2008,5,男,15-24,1,台北市
2008,5,男,25-34,3,台北市
2008,5,男,50-64,1,台北市
2008,5,男,65以上,1,台北市
2008,5,女,65以上,1,台南市
2008,5,男,15-24,2,台南市
2008,5,男,25-34,1,台南市
2008,5,男,35-49,3,台南市
2008,5,男,15-24,2,南投縣
2008,5,男,35-49,1,南投縣
2008,5,男,35-49,1,屏東縣
2008,5,男,35-49,1,苗栗縣
2008,5,男,15-24,1,桃園市
2008,5,男,25-34,5,桃園市
2008,5,男,35-49,2,桃園市
2008,5,女,25-34,1,高雄市
2008,5,男,15-24,3,高雄市
2008,5,男,25-34,1,高雄市
2008,5,男,35-49,1,高雄市
2008,5,男,50-64,1,高雄市
2008,5,女,35-49,1,雲林縣
2008,5,男,65以上,1,雲林縣
2008,5,男,15-24,1,新北市
2008,5,男,25-34,3,新北市
2008,5,男,35-49,4,新北市
2008,5,男,35-49,2,新竹市
2008,5,男,50-64,1,嘉義市
2008,5,男,25-34,1,嘉義縣
2008,5,男,50-64,1,嘉義縣
2008,5,男,25-34,1,彰化縣
2008,5,男,35-49,1,彰化縣
2008,5,男,50-64,1,彰化縣
2008,6,女,50-64,1,台中市
2008,6,男,15-24,2,台中市
2008,6,男,25-34,3,台中市
2008,6,男,35-49,3,台中市
2008,6,男,50-64,1,台中市
2008,6,男,25-34,4,台北市
2008,6,男,35-49,8,台北市
2008,6,女,35-49,1,台南市
2008,6,男,25-34,1,台南市
2008,6,男,35-49,2,台南市
2008,6,男,50-64,1,台南市
2008,6,男,65以上,1,台南市
2008,6,男,25-34,1,花蓮縣
2008,6,男,35-49,1,花蓮縣
2008,6,男,25-34,1,南投縣
2008,6,男,35-49,1,南投縣
2008,6,男,25-34,1,屏東縣
2008,6,男,35-49,1,屏東縣
2008,6,男,35-49,1,苗栗縣
2008,6,女,15-24,1,桃園市
2008,6,女,25-34,1,桃園市
2008,6,男,25-34,3,桃園市
2008,6,男,35-49,4,桃園市
2008,6,男,25-34,2,高雄市
2008,6,男,35-49,4,高雄市
2008,6,男,50-64,1,高雄市
2008,6,男,65以上,1,高雄市
2008,6,女,35-49,1,雲林縣
2008,6,女,35-49,3,新北市
2008,6,男,15-24,1,新北市
2008,6,男,25-34,6,新北市
2008,6,男,35-49,6,新北市
2008,6,男,50-64,1,新北市
2008,6,男,25-34,2,新竹縣
2008,6,男,35-49,2,新竹縣
2008,6,男,25-34,1,彰化縣
2008,6,男,35-49,5,彰化縣
2008,6,男,50-64,1,彰化縣
2008,7,女,25-34,1,台中市
2008,7,男,15-24,1,台中市
2008,7,男,25-34,4,台中市
2008,7,男,35-49,2,台中市
2008,7,男,50-64,1,台中市
2008,7,女,25-34,1,台北市
2008,7,女,35-49,1,台北市
2008,7,男,15-24,3,台北市
2008,7,男,25-34,3,台北市
2008,7,男,35-49,3,台北市
2008,7,男,50-64,1,台北市
2008,7,男,35-49,1,台東縣
2008,7,男,25-34,1,台南市
2008,7,男,35-49,1,宜蘭縣
2008,7,男,35-49,1,花蓮縣
2008,7,女,35-49,1,屏東縣
2008,7,男,25-34,3,屏東縣
2008,7,女,25-34,1,桃園市
2008,7,女,35-49,1,桃園市
2008,7,男,25-34,2,桃園市
2008,7,男,35-49,3,桃園市
2008,7,男,15-24,3,高雄市
2008,7,男,25-34,2,高雄市
2008,7,男,35-49,2,高雄市
2008,7,男,65以上,1,高雄市
2008,7,男,35-49,1,雲林縣
2008,7,男,15-24,1,新北市
2008,7,男,25-34,6,新北市
2008,7,男,35-49,8,新北市
2008,7,男,65以上,1,新北市
2008,7,男,35-49,1,嘉義縣
2008,7,女,25-34,1,彰化縣
2008,7,男,25-34,1,彰化縣
2008,7,男,35-49,1,彰化縣
2008,8,男,15-24,1,台中市
2008,8,男,25-34,6,台中市
2008,8,男,35-49,8,台中市
2008,8,男,50-64,2,台中市
2008,8,男,25-34,4,台北市
2008,8,男,35-49,4,台北市
2008,8,男,50-64,1,台北市
2008,8,男,35-49,2,台南市
2008,8,男,50-64,1,台南市
2008,8,男,25-34,3,宜蘭縣
2008,8,男,15-24,1,花蓮縣
2008,8,男,25-34,1,花蓮縣
2008,8,男,15-24,1,南投縣
2008,8,女,25-34,1,屏東縣
2008,8,男,25-34,1,屏東縣
2008,8,男,35-49,5,桃園市
2008,8,男,50-64,1,桃園市
2008,8,男,15-24,1,高雄市
2008,8,男,25-34,4,高雄市
2008,8,男,35-49,4,高雄市
2008,8,男,65以上,1,高雄市
2008,8,男,35-49,1,基隆市
2008,8,女,35-49,1,新北市
2008,8,女,50-64,1,新北市
2008,8,男,15-24,1,新北市
2008,8,男,25-34,6,新北市
2008,8,男,35-49,3,新北市
2008,8,男,15-24,1,新竹市
2008,8,男,15-24,1,新竹縣
2008,8,男,35-49,1,新竹縣
2008,8,男,25-34,1,嘉義縣
2008,8,男,35-49,1,彰化縣
2008,8,男,50-64,1,彰化縣
2008,9,女,50-64,1,台中市
2008,9,男,25-34,3,台中市
2008,9,男,35-49,1,台中市
2008,9,男,50-64,1,台中市
2008,9,男,15-24,4,台北市
2008,9,男,25-34,7,台北市
2008,9,男,35-49,10,台北市
2008,9,男,50-64,3,台北市
2008,9,男,35-49,1,台東縣
2008,9,男,25-34,2,台南市
2008,9,男,15-24,1,宜蘭縣
2008,9,男,35-49,1,宜蘭縣
2008,9,男,35-49,1,花蓮縣
2008,9,男,35-49,1,屏東縣
2008,9,男,25-34,1,苗栗縣
2008,9,男,35-49,1,苗栗縣
2008,9,男,15-24,2,桃園市
2008,9,男,25-34,1,桃園市
2008,9,男,35-49,4,桃園市
2008,9,女,35-49,1,高雄市
2008,9,男,15-24,1,高雄市
2008,9,男,25-34,7,高雄市
2008,9,男,35-49,4,高雄市
2008,9,男,50-64,2,高雄市
2008,9,男,50-64,1,基隆市
2008,9,男,35-49,1,雲林縣
2008,9,女,15-24,1,新北市
2008,9,男,15-24,5,新北市
2008,9,男,25-34,7,新北市
2008,9,男,35-49,4,新北市
2008,9,男,50-64,1,新北市
2008,9,男,25-34,2,新竹縣
2008,9,男,25-34,1,嘉義縣
2008,9,男,25-34,3,彰化縣
2008,10,女,25-34,1,台中市
2008,10,男,15-24,3,台中市
2008,10,男,25-34,3,台中市
2008,10,男,35-49,4,台中市
2008,10,男,50-64,2,台中市
2008,10,男,65以上,1,台中市
2008,10,男,15-24,2,台北市
2008,10,男,25-34,5,台北市
2008,10,男,35-49,4,台北市
2008,10,男,50-64,1,台北市
2008,10,男,35-49,1,台東縣
2008,10,女,35-49,2,台南市
2008,10,男,25-34,1,台南市
2008,10,男,35-49,1,宜蘭縣
2008,10,男,15-24,1,南投縣
2008,10,男,15-24,2,屏東縣
2008,10,男,35-49,1,屏東縣
2008,10,男,50-64,1,屏東縣
2008,10,男,15-24,1,苗栗縣
2008,10,男,25-34,2,桃園市
2008,10,男,35-49,2,桃園市
2008,10,男,50-64,2,桃園市
2008,10,女,35-49,1,高雄市
2008,10,男,15-24,1,高雄市
2008,10,男,25-34,4,高雄市
2008,10,男,35-49,6,高雄市
2008,10,男,50-64,1,高雄市
2008,10,男,50-64,1,雲林縣
2008,10,男,15-24,1,新北市
2008,10,男,25-34,4,新北市
2008,10,男,35-49,5,新北市
2008,10,男,25-34,3,新竹市
2008,10,男,35-49,1,新竹市
2008,10,男,25-34,2,嘉義縣
2008,10,男,35-49,2,嘉義縣
2008,10,男,50-64,1,嘉義縣
2008,10,男,25-34,1,彰化縣
2008,10,男,35-49,2,彰化縣
2008,11,男,15-24,2,台中市
2008,11,男,25-34,1,台中市
2008,11,男,35-49,3,台中市
2008,11,男,50-64,2,台中市
2008,11,男,65以上,1,台中市
2008,11,女,35-49,1,台北市
2008,11,男,25-34,3,台北市
2008,11,男,35-49,7,台北市
2008,11,男,50-64,1,台北市
2008,11,男,65以上,1,台北市
2008,11,男,25-34,4,台南市
2008,11,男,35-49,1,台南市
2008,11,女,15-24,1,金門縣
2008,11,男,15-24,1,南投縣
