縣市,HIV診斷年份,HIV診斷月份,性別,診斷年齡分組,個案數
高雄市,2012,6,男,25-34,11
高雄市,2012,6,男,35-49,5
基隆市,2012,6,男,15-24,1
雲林縣,2012,6,男,35-49,2
新北市,2012,6,男,15-24,9
新北市,2012,6,男,25-34,20
新北市,2012,6,男,35-49,14
新北市,2012,6,男,50-64,2
新竹市,2012,6,男,25-34,2
新竹縣,2012,6,女,25-34,1
新竹縣,2012,6,男,25-34,1
嘉義市,2012,6,男,25-34,1
彰化縣,2012,6,男,15-24,6
彰化縣,2012,6,男,25-34,1
彰化縣,2012,6,男,35-49,1
台中市,2012,7,男,15-24,11
台中市,2012,7,男,25-34,10
台中市,2012,7,男,35-49,6
台中市,2012,7,男,65以上,1
台北市,2012,7,男,15-24,5
台北市,2012,7,男,25-34,11
台北市,2012,7,男,35-49,6
台北市,2012,7,男,50-64,3
台東縣,2012,7,男,25-34,1
台東縣,2012,7,男,35-49,2
台南市,2012,7,女,35-49,1
台南市,2012,7,男,15-24,5
台南市,2012,7,男,25-34,3
台南市,2012,7,男,35-49,3
台南市,2012,7,男,50-64,2
宜蘭縣,2012,7,男,25-34,1
宜蘭縣,2012,7,男,65以上,1
花蓮縣,2012,7,男,15-24,1
花蓮縣,2012,7,男,50-64,1
南投縣,2012,7,男,15-24,1
南投縣,2012,7,男,35-49,1
屏東縣,2012,7,女,35-49,1
屏東縣,2012,7,男,15-24,2
屏東縣,2012,7,男,25-34,3
屏東縣,2012,7,男,35-49,2
苗栗縣,2012,7,男,25-34,1
桃園市,2012,7,女,15-24,1
桃園市,2012,7,男,15-24,10
桃園市,2012,7,男,25-34,8
桃園市,2012,7,男,35-49,5
高雄市,2012,7,男,15-24,12
高雄市,2012,7,男,25-34,11
高雄市,2012,7,男,35-49,7
高雄市,2012,7,男,65以上,1
基隆市,2012,7,男,15-24,1
基隆市,2012,7,男,25-34,2
基隆市,2012,7,男,35-49,2
雲林縣,2012,7,男,25-34,3
雲林縣,2012,7,男,35-49,1
新北市,2012,7,女,65以上,1
新北市,2012,7,男,15-24,12
新北市,2012,7,男,25-34,9
新北市,2012,7,男,35-49,13
新北市,2012,7,男,50-64,1
新北市,2012,7,男,65以上,1
新竹市,2012,7,男,25-34,3
新竹市,2012,7,男,35-49,2
新竹縣,2012,7,男,15-24,1
新竹縣,2012,7,男,25-34,1
嘉義市,2012,7,男,25-34,1
彰化縣,2012,7,女,25-34,1
彰化縣,2012,7,男,25-34,2
台中市,2012,8,女,25-34,1
台中市,2012,8,女,35-49,1
台中市,2012,8,女,50-64,1
台中市,2012,8,男,15-24,8
台中市,2012,8,男,25-34,6
台中市,2012,8,男,35-49,4
台中市,2012,8,男,50-64,2
台北市,2012,8,男,15-24,7
台北市,2012,8,男,25-34,21
台北市,2012,8,男,35-49,9
台北市,2012,8,男,50-64,3
台東縣,2012,8,男,15-24,1
台東縣,2012,8,男,25-34,1
台南市,2012,8,女,50-64,1
台南市,2012,8,男,15-24,6
台南市,2012,8,男,25-34,6
台南市,2012,8,男,35-49,5
台南市,2012,8,男,50-64,1
宜蘭縣,2012,8,男,35-49,2
金門縣,2012,8,男,15-24,1
南投縣,2012,8,男,25-34,2
屏東縣,2012,8,男,15-24,3
屏東縣,2012,8,男,25-34,1
屏東縣,2012,8,男,35-49,1
苗栗縣,2012,8,男,25-34,1
苗栗縣,2012,8,男,65以上,1
桃園市,2012,8,男,15-24,2
桃園市,2012,8,男,25-34,7
高雄市,2012,8,女,15-24,1
高雄市,2012,8,男,15-24,11
高雄市,2012,8,男,25-34,10
高雄市,2012,8,男,35-49,3
高雄市,2012,8,男,50-64,1
高雄市,2012,8,男,65以上,1
基隆市,2012,8,男,25-34,1
基隆市,2012,8,男,35-49,1
雲林縣,2012,8,男,15-24,1
雲林縣,2012,8,男,25-34,1
雲林縣,2012,8,男,35-49,2
新北市,2012,8,男,15-24,18
新北市,2012,8,男,25-34,26
新北市,2012,8,男,35-49,4
新北市,2012,8,男,50-64,1
新竹縣,2012,8,男,15-24,1
新竹縣,2012,8,男,25-34,2
嘉義縣,2012,8,男,25-34,1
嘉義縣,2012,8,男,35-49,1
彰化縣,2012,8,女,25-34,1
彰化縣,2012,8,男,15-24,1
彰化縣,2012,8,男,25-34,1
彰化縣,2012,8,男,35-49,2
彰化縣,2012,8,男,50-64,1
台中市,2012,9,女,25-34,1
台中市,2012,9,男,15-24,7
台中市,2012,9,男,25-34,12
台中市,2012,9,男,35-49,4
台北市,2012,9,男,15-24,6
台北市,2012,9,男,25-34,9
台北市,2012,9,男,35-49,7
台北市,2012,9,男,50-64,1
台南市,2012,9,女,25-34,1
台南市,2012,9,男,15-24,7
台南市,2012,9,男,25-34,5
台南市,2012,9,男,35-49,1
台南市,2012,9,男,50-64,1
花蓮縣,2012,9,男,15-24,2
花蓮縣,2012,9,男,25-34,1
花蓮縣,2012,9,男,35-49,1
屏東縣,2012,9,女,65以上,1
屏東縣,2012,9,男,15-24,4
屏東縣,2012,9,男,25-34,3
屏東縣,2012,9,男,35-49,1
苗栗縣,2012,9,男,25-34,1
桃園市,2012,9,女,50-64,1
桃園市,2012,9,男,15-24,2
桃園市,2012,9,男,25-34,5
桃園市,2012,9,男,35-49,5
桃園市,2012,9,男,50-64,1
高雄市,2012,9,女,35-49,1
高雄市,2012,9,女,50-64,1
高雄市,2012,9,男,15-24,6
高雄市,2012,9,男,25-34,17
高雄市,2012,9,男,35-49,6
高雄市,2012,9,男,50-64,2
高雄市,2012,9,男,65以上,1
基隆市,2012,9,男,25-34,1
基隆市,2012,9,男,35-49,2
雲林縣,2012,9,男,15-24,1
雲林縣,2012,9,男,25-34,1
新北市,2012,9,女,50-64,1
新北市,2012,9,男,15-24,16
新北市,2012,9,男,25-34,23
新北市,2012,9,男,35-49,10
新北市,2012,9,男,50-64,2
新竹市,2012,9,男,25-34,3
新竹縣,2012,9,男,25-34,1
嘉義市,2012,9,男,15-24,1
彰化縣,2012,9,男,15-24,1
彰化縣,2012,9,男,25-34,2
彰化縣,2012,9,男,35-49,1
台中市,2012,10,女,15-24,1
台中市,2012,10,女,25-34,1
台中市,2012,10,男,15-24,4
台中市,2012,10,男,25-34,7
台中市,2012,10,男,35-49,7
台北市,2012,10,男,15-24,8
台北市,2012,10,男,25-34,15
台北市,2012,10,男,35-49,8
台南市,2012,10,女,25-34,1
台南市,2012,10,男,15-24,7
台南市,2012,10,男,25-34,5
台南市,2012,10,男,35-49,5
台南市,2012,10,男,50-64,1
花蓮縣,2012,10,男,15-24,4
花蓮縣,2012,10,男,25-34,1
南投縣,2012,10,男,15-24,2
南投縣,2012,10,男,25-34,1
屏東縣,2012,10,男,15-24,5
屏東縣,2012,10,男,25-34,4
桃園市,2012,10,女,35-49,1
桃園市,2012,10,男,15-24,4
桃園市,2012,10,男,25-34,9
桃園市,2012,10,男,35-49,4
桃園市,2012,10,男,50-64,1
高雄市,2012,10,女,50-64,1
高雄市,2012,10,男,15-24,10
高雄市,2012,10,男,25-34,15
高雄市,2012,10,男,35-49,9
高雄市,2012,10,男,65以上,1
基隆市,2012,10,男,25-34,1
基隆市,2012,10,男,50-64,1
雲林縣,2012,10,男,25-34,1
新北市,2012,10,男,15-24,21
新北市,2012,10,男,25-34,19
新北市,2012,10,男,35-49,11
新北市,2012,10,男,50-64,3
新竹市,2012,10,男,25-34,2
新竹市,2012,10,男,35-49,1
新竹縣,2012,10,男,35-49,1
嘉義市,2012,10,男,65以上,1
嘉義縣,2012,10,男,25-34,2
彰化縣,2012,10,男,15-24,2
台中市,2012,11,男,15-24,6
台中市,2012,11,男,25-34,12
台中市,2012,11,男,35-49,3
台中市,2012,11,男,50-64,4
台北市,2012,11,男,15-24,10
台北市,2012,11,男,25-34,16
台北市,2012,11,男,35-49,6
台東縣,2012,11,男,25-34,1
台南市,2012,11,男,15-24,3
台南市,2012,11,男,25-34,5
台南市,2012,11,男,35-49,2
台南市,2012,11,男,50-64,1
宜蘭縣,2012,11,男,25-34,1
宜蘭縣,2012,11,男,35-49,1
花蓮縣,2012,11,男,25-34,1
南投縣,2012,11,男,15-24,1
屏東縣,2012,11,女,35-49,1
屏東縣,2012,11,男,15-24,4
屏東縣,2012,11,男,25-34,5
屏東縣,2012,11,男,35-49,1
苗栗縣,2012,11,男,25-34,1
桃園市,2012,11,男,15-24,3
桃園市,2012,11,男,25-34,8
桃園市,2012,11,男,35-49,5
高雄市,2012,11,男,15-24,5
高雄市,2012,11,男,25-34,9
高雄市,2012,11,男,35-49,4
高雄市,2012,11,男,50-64,2
高雄市,2012,11,男,65以上,1
雲林縣,2012,11,男,15-24,1
雲林縣,2012,11,男,35-49,1
新北市,2012,11,男,15-24,20
新北市,2012,11,男,25-34,23
新北市,2012,11,男,35-49,3
新北市,2012,11,男,50-64,3
新竹市,2012,11,男,15-24,1
新竹市,2012,11,男,35-49,1
新竹縣,2012,11,女,25-34,1
新竹縣,2012,11,男,15-24,1
新竹縣,2012,11,男,25-34,1
新竹縣,2012,11,男,35-49,1
彰化縣,2012,11,女,50-64,1
彰化縣,2012,11,男,15-24,2
彰化縣,2012,11,男,25-34,2
台中市,2012,12,女,50-64,1
台中市,2012,12,男,15-24,3
台中市,2012,12,男,25-34,6
台中市,2012,12,男,35-49,6
台中市,2012,12,男,50-64,2
台北市,2012,12,女,35-49,2
台北市,2012,12,男,15-24,10
台北市,2012,12,男,25-34,12
台北市,2012,12,男,35-49,7
台東縣,2012,12,男,25-34,1
台南市,2012,12,男,15-24,3
台南市,2012,12,男,25-34,7
台南市,2012,12,男,35-49,2
台南市,2012,12,男,50-64,1
宜蘭縣,2012,12,男,25-34,2
花蓮縣,2012,12,男,15-24,1
花蓮縣,2012,12,男,35-49,1
南投縣,2012,12,男,35-49,1
南投縣,2012,12,男,50-64,1
屏東縣,2012,12,男,15-24,1
屏東縣,2012,12,男,25-34,1
屏東縣,2012,12,男,35-49,1
苗栗縣,2012,12,男,15-24,2
桃園市,2012,12,女,25-34,1
桃園市,2012,12,男,15-24,5
桃園市,2012,12,男,25-34,7
桃園市,2012,12,男,35-49,3
高雄市,2012,12,女,50-64,1
高雄市,2012,12,男,15-24,11
高雄市,2012,12,男,25-34,11
高雄市,2012,12,男,35-49,3
高雄市,2012,12,男,50-64,1
基隆市,2012,12,男,25-34,1
新北市,2012,12,女,35-49,1
新北市,2012,12,男,15-24,12
新北市,2012,12,男,25-34,22
新北市,2012,12,男,35-49,7
新北市,2012,12,男,50-64,1
新竹市,2012,12,女,15-24,1
新竹市,2012,12,男,15-24,3
新竹市,2012,12,男,25-34,1
新竹市,2012,12,男,35-49,1
新竹縣,2012,12,男,25-34,4
嘉義縣,2012,12,男,15-24,1
彰化縣,2012,12,男,15-24,6
彰化縣,2012,12,男,25-34,4
彰化縣,2012,12,男,35-49,2
台中市,2013,1,男,15-24,3
台中市,2013,1,男,25-34,6
台中市,2013,1,男,35-49,2
台中市,2013,1,男,50-64,2
台中市,2013,1,男,65以上,1
台北市,2013,1,男,15-24,14
台北市,2013,1,男,25-34,11
台北市,2013,1,男,35-49,11
台北市,2013,1,男,50-64,2
台南市,2013,1,女,65以上,1
台南市,2013,1,男,15-24,6
台南市,2013,1,男,25-34,4
台南市,2013,1,男,35-49,3
台南市,2013,1,男,50-64,1
宜蘭縣,2013,1,男,15-24,2
宜蘭縣,2013,1,男,25-34,1
花蓮縣,2013,1,男,25-34,3
南投縣,2013,1,男,15-24,1
屏東縣,2013,1,男,25-34,1
屏東縣,2013,1,男,35-49,3
苗栗縣,2013,1,男,15-24,1
苗栗縣,2013,1,男,25-34,1
桃園市,2013,1,男,15-24,7
桃園市,2013,1,男,25-34,13
桃園市,2013,1,男,35-49,1
桃園市,2013,1,男,50-64,1
高雄市,2013,1,女,25-34,1
高雄市,2013,1,男,15-24,8
高雄市,2013,1,男,25-34,15
高雄市,2013,1,男,35-49,2
高雄市,2013,1,男,50-64,1
基隆市,2013,1,男,25-34,5
基隆市,2013,1,男,35-49,1
雲林縣,2013,1,女,65以上,1
雲林縣,2013,1,男,35-49,2
新北市,2013,1,男,15-24,13
新北市,2013,1,男,25-34,29
新北市,2013,1,男,35-49,7
新竹市,2013,1,男,25-34,1
新竹縣,2013,1,男,25-34,1
新竹縣,2013,1,男,50-64,1
嘉義縣,2013,1,男,15-24,3
彰化縣,2013,1,男,15-24,2
台中市,2013,2,女,25-34,1
台中市,2013,2,男,15-24,8
台中市,2013,2,男,25-34,8
台中市,2013,2,男,35-49,3
台中市,2013,2,男,50-64,1
台北市,2013,2,男,15-24,6
台北市,2013,2,男,25-34,8
台北市,2013,2,男,35-49,5
台北市,2013,2,男,50-64,1
台東縣,2013,2,男,25-34,1
台南市,2013,2,男,15-24,3
台南市,2013,2,男,25-34,1
台南市,2013,2,男,35-49,2
花蓮縣,2013,2,男,15-24,1
花蓮縣,2013,2,男,25-34,1
南投縣,2013,2,男,15-24,1
屏東縣,2013,2,男,15-24,1
屏東縣,2013,2,男,35-49,2
桃園市,2013,2,女,25-34,1
桃園市,2013,2,男,15-24,4
桃園市,2013,2,男,25-34,7
桃園市,2013,2,男,35-49,4
高雄市,2013,2,男,15-24,3
高雄市,2013,2,男,25-34,6
高雄市,2013,2,男,35-49,6
高雄市,2013,2,男,50-64,1
雲林縣,2013,2,男,15-24,1
雲林縣,2013,2,男,35-49,1
新北市,2013,2,女,35-49,1
新北市,2013,2,女,50-64,1
新北市,2013,2,男,15-24,7
新北市,2013,2,男,25-34,10
新北市,2013,2,男,35-49,10
新北市,2013,2,男,50-64,1
新北市,2013,2,男,65以上,1
新竹市,2013,2,男,15-24,3
新竹市,2013,2,男,25-34,2
新竹縣,2013,2,男,15-24,1
彰化縣,2013,2,男,15-24,1
彰化縣,2013,2,男,25-34,1
彰化縣,2013,2,男,35-49,1
彰化縣,2013,2,男,50-64,2
台中市,2013,3,女,25-34,2
台中市,2013,3,男,15-24,6
台中市,2013,3,男,25-34,13
台中市,2013,3,男,35-49,5
台中市,2013,3,男,50-64,2
台北市,2013,3,女,35-49,1
台北市,2013,3,女,50-64,2
台北市,2013,3,男,15-24,10
台北市,2013,3,男,25-34,15
台北市,2013,3,男,35-49,7
台東縣,2013,3,男,25-34,3
台南市,2013,3,女,25-34,1
台南市,2013,3,男,15-24,4
台南市,2013,3,男,25-34,7
宜蘭縣,2013,3,男,25-34,2
花蓮縣,2013,3,男,25-34,4
南投縣,2013,3,男,15-24,1
南投縣,2013,3,男,25-34,2
屏東縣,2013,3,男,15-24,2
屏東縣,2013,3,男,25-34,1
苗栗縣,2013,3,男,15-24,2
苗栗縣,2013,3,男,25-34,4
桃園市,2013,3,女,35-49,1
桃園市,2013,3,男,15-24,2
桃園市,2013,3,男,25-34,8
桃園市,2013,3,男,35-49,2
桃園市,2013,3,男,50-64,1
高雄市,2013,3,男,15-24,15
高雄市,2013,3,男,25-34,19
高雄市,2013,3,男,35-49,9
高雄市,2013,3,男,50-64,1
基隆市,2013,3,男,15-24,2
雲林縣,2013,3,男,15-24,3
新北市,2013,3,女,65以上,1
新北市,2013,3,男,15-24,18
新北市,2013,3,男,25-34,19
新北市,2013,3,男,35-49,13
新竹市,2013,3,男,15-24,2
新竹市,2013,3,男,25-34,2
新竹市,2013,3,男,35-49,1
新竹縣,2013,3,男,15-24,1
嘉義市,2013,3,男,25-34,4
嘉義縣,2013,3,女,25-34,1
嘉義縣,2013,3,男,15-24,1
彰化縣,2013,3,女,35-49,1
彰化縣,2013,3,男,15-24,2
彰化縣,2013,3,男,25-34,3
台中市,2013,4,男,15-24,4
台中市,2013,4,男,25-34,17
台中市,2013,4,男,35-49,4
台北市,2013,4,女,25-34,1
台北市,2013,4,女,35-49,1
台北市,2013,4,女,50-64,1
台北市,2013,4,男,15-24,9
台北市,2013,4,男,25-34,10
台北市,2013,4,男,35-49,8
台北市,2013,4,男,50-64,1
台東縣,2013,4,男,25-34,1
台南市,2013,4,女,50-64,1
台南市,2013,4,男,15-24,3
台南市,2013,4,男,25-34,4
台南市,2013,4,男,35-49,4
台南市,2013,4,男,50-64,1
宜蘭縣,2013,4,男,25-34,1
花蓮縣,2013,4,男,15-24,1
南投縣,2013,4,男,25-34,1
屏東縣,2013,4,男,15-24,3
屏東縣,2013,4,男,25-34,3
屏東縣,2013,4,男,35-49,1
苗栗縣,2013,4,女,15-24,1
苗栗縣,2013,4,男,15-24,1
桃園市,2013,4,男,15-24,5
桃園市,2013,4,男,25-34,3
桃園市,2013,4,男,35-49,1
高雄市,2013,4,女,50-64,1
高雄市,2013,4,男,15-24,12
高雄市,2013,4,男,25-34,5
高雄市,2013,4,男,35-49,5
高雄市,2013,4,男,50-64,2
基隆市,2013,4,男,25-34,1
基隆市,2013,4,男,35-49,1
新北市,2013,4,男,15-24,13
新北市,2013,4,男,25-34,19
新北市,2013,4,男,35-49,4
新北市,2013,4,男,50-64,1
新竹市,2013,4,男,15-24,2
新竹市,2013,4,男,25-34,1
新竹市,2013,4,男,35-49,1
新竹縣,2013,4,男,15-24,2
新竹縣,2013,4,男,25-34,2
彰化縣,2013,4,女,25-34,1
彰化縣,2013,4,男,25-34,5
台中市,2013,5,女,25-34,1
台中市,2013,5,女,50-64,1
台中市,2013,5,男,15-24,3
台中市,2013,5,男,25-34,9
台中市,2013,5,男,50-64,1
台北市,2013,5,男,15-24,12
台北市,2013,5,男,25-34,17
台北市,2013,5,男,35-49,14
台北市,2013,5,男,50-64,2
台南市,2013,5,女,25-34,1
台南市,2013,5,男,15-24,8
台南市,2013,5,男,25-34,3
台南市,2013,5,男,35-49,3
宜蘭縣,2013,5,男,25-34,3
花蓮縣,2013,5,男,15-24,1
花蓮縣,2013,5,男,25-34,2
花蓮縣,2013,5,男,35-49,1
南投縣,2013,5,男,15-24,2
南投縣,2013,5,男,25-34,1
南投縣,2013,5,男,35-49,1
屏東縣,2013,5,男,15-24,2
屏東縣,2013,5,男,25-34,3
屏東縣,2013,5,男,35-49,1
桃園市,2013,5,男,15-24,10
桃園市,2013,5,男,25-34,6
桃園市,2013,5,男,35-49,3
高雄市,2013,5,男,15-24,9
高雄市,2013,5,男,25-34,10
高雄市,2013,5,男,35-49,8
高雄市,2013,5,男,50-64,2
基隆市,2013,5,男,25-34,1
雲林縣,2013,5,男,15-24,1
雲林縣,2013,5,男,25-34,1
雲林縣,2013,5,男,50-64,1
新北市,2013,5,女,15-24,2
新北市,2013,5,女,65以上,1
新北市,2013,5,男,15-24,17
新北市,2013,5,男,25-34,29
新北市,2013,5,男,35-49,17
新北市,2013,5,男,50-64,2
新北市,2013,5,男,65以上,1
新竹市,2013,5,男,15-24,1
新竹市,2013,5,男,25-34,5
新竹市,2013,5,男,35-49,1
新竹縣,2013,5,男,25-34,1
嘉義市,2013,5,男,25-34,1
彰化縣,2013,5,男,15-24,2
彰化縣,2013,5,男,25-34,3
彰化縣,2013,5,男,35-49,1
台中市,2013,6,男,15-24,8
台中市,2013,6,男,25-34,12
台中市,2013,6,男,35-49,5
台中市,2013,6,男,50-64,3
台中市,2013,6,男,65以上,1
台北市,2013,6,男,15-24,7
台北市,2013,6,男,25-34,16
台北市,2013,6,男,35-49,8
台南市,2013,6,男,15-24,2
台南市,2013,6,男,25-34,9
台南市,2013,6,男,35-49,1
台南市,2013,6,男,65以上,1
宜蘭縣,2013,6,男,15-24,2
宜蘭縣,2013,6,男,35-49,1
宜蘭縣,2013,6,男,65以上,1
花蓮縣,2013,6,男,15-24,3
花蓮縣,2013,6,男,25-34,1
南投縣,2013,6,女,35-49,1
南投縣,2013,6,男,15-24,1
南投縣,2013,6,男,25-34,2
南投縣,2013,6,男,35-49,1
屏東縣,2013,6,男,15-24,1
屏東縣,2013,6,男,25-34,1
桃園市,2013,6,女,50-64,1
桃園市,2013,6,男,15-24,6
桃園市,2013,6,男,25-34,4
桃園市,2013,6,男,35-49,3
桃園市,2013,6,男,50-64,1
高雄市,2013,6,男,15-24,9
高雄市,2013,6,男,25-34,12
高雄市,2013,6,男,35-49,5
基隆市,2013,6,男,15-24,1
基隆市,2013,6,男,25-34,1
雲林縣,2013,6,男,15-24,2
新北市,2013,6,女,15-24,1
新北市,2013,6,男,15-24,18
新北市,2013,6,男,25-34,20
新北市,2013,6,男,35-49,4
新北市,2013,6,男,50-64,3
新竹市,2013,6,男,35-49,1
新竹市,2013,6,男,50-64,1
新竹縣,2013,6,男,25-34,2
新竹縣,2013,6,男,35-49,1
嘉義市,2013,6,女,25-34,1
彰化縣,2013,6,男,15-24,2
彰化縣,2013,6,男,25-34,1
彰化縣,2013,6,男,35-49,1
台中市,2013,7,女,35-49,1
台中市,2013,7,男,15-24,13
台中市,2013,7,男,25-34,14
台中市,2013,7,男,35-49,7
台中市,2013,7,男,50-64,3
台北市,2013,7,女,25-34,1
台北市,2013,7,女,65以上,1
台北市,2013,7,男,15-24,6
台北市,2013,7,男,25-34,17
台北市,2013,7,男,35-49,3
台北市,2013,7,男,50-64,1
台東縣,2013,7,男,35-49,1
台南市,2013,7,男,15-24,4
台南市,2013,7,男,25-34,4
台南市,2013,7,男,35-49,4
台南市,2013,7,男,65以上,1
宜蘭縣,2013,7,男,15-24,1
花蓮縣,2013,7,男,15-24,1
花蓮縣,2013,7,男,25-34,1
南投縣,2013,7,男,25-34,2
南投縣,2013,7,男,35-49,1
屏東縣,2013,7,男,15-24,7
屏東縣,2013,7,男,25-34,2
屏東縣,2013,7,男,35-49,1
苗栗縣,2013,7,男,25-34,1
桃園市,2013,7,男,15-24,11
桃園市,2013,7,男,25-34,10
桃園市,2013,7,男,35-49,6
高雄市,2013,7,女,35-49,1
高雄市,2013,7,女,50-64,1
高雄市,2013,7,男,15-24,7
高雄市,2013,7,男,25-34,9
高雄市,2013,7,男,35-49,4
基隆市,2013,7,男,15-24,1
基隆市,2013,7,男,35-49,1
雲林縣,2013,7,男,25-34,4
雲林縣,2013,7,男,35-49,1
新北市,2013,7,男,15-24,17
新北市,2013,7,男,25-34,19
新北市,2013,7,男,35-49,13
新北市,2013,7,男,65以上,1
新竹市,2013,7,男,15-24,2
新竹市,2013,7,男,35-49,1
新竹縣,2013,7,男,15-24,1
新竹縣,2013,7,男,25-34,2
新竹縣,2013,7,男,35-49,2
嘉義縣,2013,7,男,25-34,2
彰化縣,2013,7,男,15-24,2
彰化縣,2013,7,男,25-34,4
彰化縣,2013,7,男,50-64,1
台中市,2013,8,男,15-24,5
台中市,2013,8,男,25-34,11
台中市,2013,8,男,35-49,1
台北市,2013,8,男,15-24,10
台北市,2013,8,男,25-34,11
台北市,2013,8,男,35-49,9
台北市,2013,8,男,50-64,3
台北市,2013,8,男,65以上,1
台東縣,2013,8,男,25-34,1
台東縣,2013,8,男,35-49,1
台南市,2013,8,男,15-24,1
台南市,2013,8,男,25-34,6
台南市,2013,8,男,35-49,2
宜蘭縣,2013,8,男,15-24,1
宜蘭縣,2013,8,男,25-34,2
宜蘭縣,2013,8,男,35-49,1
花蓮縣,2013,8,男,25-34,3
南投縣,2013,8,男,25-34,1
屏東縣,2013,8,男,15-24,1
屏東縣,2013,8,男,25-34,2
屏東縣,2013,8,男,35-49,2
屏東縣,2013,8,男,50-64,1
桃園市,2013,8,男,15-24,2
桃園市,2013,8,男,25-34,8
桃園市,2013,8,男,35-49,4
高雄市,2013,8,女,25-34,1
高雄市,2013,8,男,15-24,10
高雄市,2013,8,男,25-34,9
高雄市,2013,8,男,35-49,2
雲林縣,2013,8,男,25-34,1
雲林縣,2013,8,男,35-49,1
新北市,2013,8,男,15-24,12
新北市,2013,8,男,25-34,27
新北市,2013,8,男,35-49,12
新北市,2013,8,男,50-64,2
新竹市,2013,8,男,15-24,1
新竹市,2013,8,男,25-34,3
新竹市,2013,8,男,35-49,1
新竹縣,2013,8,男,25-34,3
新竹縣,2013,8,男,35-49,1
嘉義市,2013,8,男,25-34,1
嘉義縣,2013,8,男,15-24,1
彰化縣,2013,8,女,15-24,1
彰化縣,2013,8,男,15-24,1
彰化縣,2013,8,男,25-34,4
台中市,2013,9,男,15-24,8
台中市,2013,9,男,25-34,9
台中市,2013,9,男,35-49,4
台中市,2013,9,男,50-64,1
台北市,2013,9,女,35-49,1
台北市,2013,9,男,15-24,9
台北市,2013,9,男,25-34,13
台北市,2013,9,男,35-49,4
台南市,2013,9,男,15-24,4
台南市,2013,9,男,25-34,4
台南市,2013,9,男,35-49,2
花蓮縣,2013,9,男,25-34,1
南投縣,2013,9,男,15-24,2
南投縣,2013,9,男,35-49,1
屏東縣,2013,9,男,25-34,3
屏東縣,2013,9,男,50-64,1
桃園市,2013,9,女,35-49,1
桃園市,2013,9,男,15-24,2
桃園市,2013,9,男,25-34,7
桃園市,2013,9,男,35-49,3
高雄市,2013,9,男,15-24,12
高雄市,2013,9,男,25-34,8
高雄市,2013,9,男,35-49,6
高雄市,2013,9,男,50-64,1
基隆市,2013,9,男,25-34,1
基隆市,2013,9,男,35-49,1
雲林縣,2013,9,男,35-49,2
雲林縣,2013,9,男,50-64,1
新北市,2013,9,女,25-34,1
新北市,2013,9,女,35-49,1
新北市,2013,9,男,15-24,12
新北市,2013,9,男,25-34,24
新北市,2013,9,男,35-49,8
新北市,2013,9,男,50-64,2
新竹市,2013,9,男,25-34,4
新竹市,2013,9,男,50-64,1
新竹縣,2013,9,男,25-34,1
嘉義市,2013,9,男,35-49,1
嘉義縣,2013,9,女,25-34,1
嘉義縣,2013,9,男,35-49,1
彰化縣,2013,9,男,15-24,1
彰化縣,2013,9,男,35-49,2
台中市,2013,10,男,15-24,8
台中市,2013,10,男,25-34,12
台中市,2013,10,男,35-49,4
台北市,2013,10,男,15-24,5
台北市,2013,10,男,25-34,14
台北市,2013,10,男,35-49,8
台北市,2013,10,男,50-64,1
台南市,2013,10,男,15-24,3
台南市,2013,10,男,25-34,7
台南市,2013,10,男,35-49,1
台南市,2013,10,男,50-64,1
宜蘭縣,2013,10,男,25-34,2
花蓮縣,2013,10,男,25-34,2
花蓮縣,2013,10,男,35-49,2
南投縣,2013,10,男,15-24,1
南投縣,2013,10,男,25-34,1
屏東縣,2013,10,男,25-34,3
屏東縣,2013,10,男,35-49,2
屏東縣,2013,10,男,50-64,1
苗栗縣,2013,10,男,15-24,1
苗栗縣,2013,10,男,25-34,2
桃園市,2013,10,男,15-24,4
桃園市,2013,10,男,25-34,3
桃園市,2013,10,男,35-49,2
桃園市,2013,10,男,65以上,1
高雄市,2013,10,男,15-24,11
高雄市,2013,10,男,25-34,15
高雄市,2013,10,男,35-49,6
基隆市,2013,10,男,35-49,1
新北市,2013,10,女,35-49,1
新北市,2013,10,男,15-24,10
新北市,2013,10,男,25-34,26
新北市,2013,10,男,35-49,12
新北市,2013,10,男,50-64,1
新竹市,2013,10,男,15-24,1
新竹市,2013,10,男,25-34,2
新竹市,2013,10,男,35-49,2
新竹縣,2013,10,男,15-24,1
新竹縣,2013,10,男,25-34,4
新竹縣,2013,10,男,35-49,1
嘉義市,2013,10,男,25-34,1
嘉義縣,2013,10,男,25-34,1
彰化縣,2013,10,男,25-34,6
彰化縣,2013,10,男,35-49,2
彰化縣,2013,10,男,50-64,2
台中市,2013,11,男,15-24,8
台中市,2013,11,男,25-34,9
台中市,2013,11,男,35-49,3
台中市,2013,11,男,50-64,3
台北市,2013,11,男,15-24,7
台北市,2013,11,男,25-34,17
台北市,2013,11,男,35-49,7
台北市,2013,11,男,50-64,1
台東縣,2013,11,男,15-24,1
台東縣,2013,11,男,25-34,1
台南市,2013,11,女,25-34,1
台南市,2013,11,男,15-24,2
台南市,2013,11,男,25-34,5
台南市,2013,11,男,35-49,1
宜蘭縣,2013,11,男,35-49,1
花蓮縣,2013,11,男,15-24,1
花蓮縣,2013,11,男,25-34,2
南投縣,2013,11,男,15-24,3
